UPC11,Material description
73390532531,OAS ASTIG 8.6 -4.50 -2.25/140 6P RX
73390532532,OAS ASTIG 8.6 -4.75 -2.25/140 6P RX
73390532533,OAS ASTIG 8.6 -5.00 -2.25/140 6P RX
73390532534,OAS ASTIG 8.6 -5.25 -2.25/140 6P RX
73390532535,OAS ASTIG 8.6 -5.50 -2.25/140 6P RX
73390532536,OAS ASTIG 8.6 -5.75 -2.25/140 6P RX
73390532537,OAS ASTIG 8.6 -6.00 -2.25/140 6P RX
73390532538,OAS ASTIG 8.6 -6.50 -2.25/140 6P RX
73390532539,OAS ASTIG 8.6 -7.00 -2.25/140 6P RX
73390532540,OAS ASTIG 8.6 -7.50 -2.25/140 6P RX
73390532541,OAS ASTIG 8.6 -8.00 -2.25/140 6P RX
73390532542,OAS ASTIG 8.6 -8.50 -2.25/140 6P RX
73390532543,OAS ASTIG 8.6 -9.00 -2.25/140 6P RX
73390532544,OAS ASTIG 8.6 +0.00 -2.25/150 6P RX
73390532545,OAS ASTIG 8.6 -0.25 -2.25/150 6P RX
73390532546,OAS ASTIG 8.6 -0.50 -2.25/150 6P RX
73390532547,OAS ASTIG 8.6 -0.75 -2.25/150 6P RX
73390532548,OAS ASTIG 8.6 -1.00 -2.25/150 6P RX
73390532549,OAS ASTIG 8.6 -1.25 -2.25/150 6P RX
73390532550,OAS ASTIG 8.6 -1.50 -2.25/150 6P RX
73390532551,OAS ASTIG 8.6 -1.75 -2.25/150 6P RX
73390532552,OAS ASTIG 8.6 -2.00 -2.25/150 6P RX
73390532553,OAS ASTIG 8.6 -2.25 -2.25/150 6P RX
73390532554,OAS ASTIG 8.6 -2.50 -2.25/150 6P RX
73390532555,OAS ASTIG 8.6 -2.75 -2.25/150 6P RX
73390532556,OAS ASTIG 8.6 -3.00 -2.25/150 6P RX
73390532557,OAS ASTIG 8.6 -3.25 -2.25/150 6P RX
73390532558,OAS ASTIG 8.6 -3.50 -2.25/150 6P RX
73390532559,OAS ASTIG 8.6 -3.75 -2.25/150 6P RX
73390532560,OAS ASTIG 8.6 -4.00 -2.25/150 6P RX
73390532561,OAS ASTIG 8.6 -4.25 -2.25/150 6P RX
73390532562,OAS ASTIG 8.6 -4.50 -2.25/150 6P RX
73390532563,OAS ASTIG 8.6 -4.75 -2.25/150 6P RX
73390532564,OAS ASTIG 8.6 -5.00 -2.25/150 6P RX
73390532565,OAS ASTIG 8.6 -5.25 -2.25/150 6P RX
73390532566,OAS ASTIG 8.6 -5.50 -2.25/150 6P RX
73390532567,OAS ASTIG 8.6 -5.75 -2.25/150 6P RX
73390532568,OAS ASTIG 8.6 -6.00 -2.25/150 6P RX
73390532569,OAS ASTIG 8.6 -6.50 -2.25/150 6P RX
73390532570,OAS ASTIG 8.6 -7.00 -2.25/150 6P RX
73390532571,OAS ASTIG 8.6 -7.50 -2.25/150 6P RX
73390532572,OAS ASTIG 8.6 -8.00 -2.25/150 6P RX
73390532573,OAS ASTIG 8.6 -8.50 -2.25/150 6P RX
73390532574,OAS ASTIG 8.6 -9.00 -2.25/150 6P RX
73390536411,OAS ASTIG 8.6 +0.75 -2.75/10 6P RX
73390536412,OAS ASTIG 8.6 +1.00 -2.75/10 6P RX
73390536413,OAS ASTIG 8.6 +1.25 -2.75/10 6P RX
73390536414,OAS ASTIG 8.6 +1.50 -2.75/10 6P RX
73390536415,OAS ASTIG 8.6 +1.75 -2.75/10 6P RX
73390536416,OAS ASTIG 8.6 +2.00 -2.75/10 6P RX
73390536417,OAS ASTIG 8.6 +2.25 -2.75/10 6P RX
73390536418,OAS ASTIG 8.6 +2.50 -2.75/10 6P RX
73390536419,OAS ASTIG 8.6 +2.75 -2.75/10 6P RX
73390536420,OAS ASTIG 8.6 +3.00 -2.75/10 6P RX
73390536421,OAS ASTIG 8.6 +3.25 -2.75/10 6P RX
73390536422,OAS ASTIG 8.6 +3.50 -2.75/10 6P RX
73390536423,OAS ASTIG 8.6 +3.75 -2.75/10 6P RX
73390536424,OAS ASTIG 8.6 +4.00 -2.75/10 6P RX
73390536425,OAS ASTIG 8.6 +4.25 -2.75/10 6P RX
73390536426,OAS ASTIG 8.6 +4.50 -2.75/10 6P RX
73390536427,OAS ASTIG 8.6 +4.75 -2.75/10 6P RX
73390536428,OAS ASTIG 8.6 +5.00 -2.75/10 6P RX
73390536429,OAS ASTIG 8.6 +5.25 -2.75/10 6P RX
73390536430,OAS ASTIG 8.6 +5.50 -2.75/10 6P RX
73390536431,OAS ASTIG 8.6 +5.75 -2.75/10 6P RX
73390536432,OAS ASTIG 8.6 +6.00 -2.75/10 6P RX
73390536433,OAS ASTIG 8.6 +0.00 -2.75/10 6P RX
73390536434,OAS ASTIG 8.6 -0.25 -2.75/10 6P RX
73390536435,OAS ASTIG 8.6 -0.50 -2.75/10 6P RX
73390536436,OAS ASTIG 8.6 -0.75 -2.75/10 6P RX
73390536437,OAS ASTIG 8.6 -1.00 -2.75/10 6P RX
73390536438,OAS ASTIG 8.6 -1.25 -2.75/10 6P RX
73390536439,OAS ASTIG 8.6 -1.50 -2.75/10 6P RX
73390536440,OAS ASTIG 8.6 -1.75 -2.75/10 6P RX
73390536441,OAS ASTIG 8.6 -2.00 -2.75/10 6P RX
73390536442,OAS ASTIG 8.6 -2.25 -2.75/10 6P RX
73390536443,OAS ASTIG 8.6 -2.50 -2.75/10 6P RX
73390536444,OAS ASTIG 8.6 -2.75 -2.75/10 6P RX
73390536445,OAS ASTIG 8.6 -3.00 -2.75/10 6P RX
73390536446,OAS ASTIG 8.6 -3.25 -2.75/10 6P RX
73390536447,OAS ASTIG 8.6 -3.50 -2.75/10 6P RX
73390536448,OAS ASTIG 8.6 -3.75 -2.75/10 6P RX
73390536449,OAS ASTIG 8.6 -4.00 -2.75/10 6P RX
73390536450,OAS ASTIG 8.6 -4.25 -2.75/10 6P RX
73390536451,OAS ASTIG 8.6 -4.50 -2.75/10 6P RX
73390536452,OAS ASTIG 8.6 -4.75 -2.75/10 6P RX
73390536453,OAS ASTIG 8.6 -5.00 -2.75/10 6P RX
73390536454,OAS ASTIG 8.6 -5.25 -2.75/10 6P RX
73390536455,OAS ASTIG 8.6 -5.50 -2.75/10 6P RX
73390536456,OAS ASTIG 8.6 -5.75 -2.75/10 6P RX
73390536457,OAS ASTIG 8.6 -6.00 -2.75/10 6P RX
73390536458,OAS ASTIG 8.6 -6.50 -2.75/10 6P RX
73390536459,OAS ASTIG 8.6 -7.00 -2.75/10 6P RX
73390536460,OAS ASTIG 8.6 -7.50 -2.75/10 6P RX
73390536461,OAS ASTIG 8.6 -8.00 -2.75/10 6P RX
73390536462,OAS ASTIG 8.6 -8.50 -2.75/10 6P RX
73390536463,OAS ASTIG 8.6 -9.00 -2.75/10 6P RX
73390536464,OAS ASTIG 8.6 +0.25 -2.75/20 6P RX
73390536465,OAS ASTIG 8.6 +0.50 -2.75/20 6P RX
73390536466,OAS ASTIG 8.6 +0.75 -2.75/20 6P RX
73390536467,OAS ASTIG 8.6 +1.00 -2.75/20 6P RX
73390536468,OAS ASTIG 8.6 +1.25 -2.75/20 6P RX
73390536469,OAS ASTIG 8.6 +1.50 -2.75/20 6P RX
73390536470,OAS ASTIG 8.6 +1.75 -2.75/20 6P RX
73390536471,OAS ASTIG 8.6 +2.00 -2.75/20 6P RX
73390536472,OAS ASTIG 8.6 +2.25 -2.75/20 6P RX
73390536473,OAS ASTIG 8.6 +2.50 -2.75/20 6P RX
73390536474,OAS ASTIG 8.6 +2.75 -2.75/20 6P RX
73390536475,OAS ASTIG 8.6 +3.00 -2.75/20 6P RX
73390536476,OAS ASTIG 8.6 +3.25 -2.75/20 6P RX
73390536477,OAS ASTIG 8.6 +3.50 -2.75/20 6P RX
73390536478,OAS ASTIG 8.6 +3.75 -2.75/20 6P RX
73390536479,OAS ASTIG 8.6 +4.00 -2.75/20 6P RX
73390536480,OAS ASTIG 8.6 +4.25 -2.75/20 6P RX
73390536481,OAS ASTIG 8.6 +4.50 -2.75/20 6P RX
73390536482,OAS ASTIG 8.6 +4.75 -2.75/20 6P RX
73390536483,OAS ASTIG 8.6 +5.00 -2.75/20 6P RX
73390536484,OAS ASTIG 8.6 +5.25 -2.75/20 6P RX
73390536485,OAS ASTIG 8.6 +5.50 -2.75/20 6P RX
73390536486,OAS ASTIG 8.6 +5.75 -2.75/20 6P RX
73390536487,OAS ASTIG 8.6 +6.00 -2.75/20 6P RX
73390536488,OAS ASTIG 8.6 +0.00 -2.75/20 6P RX
73390536489,OAS ASTIG 8.6 -0.25 -2.75/20 6P RX
73390536490,OAS ASTIG 8.6 -0.50 -2.75/20 6P RX
73390536491,OAS ASTIG 8.6 -0.75 -2.75/20 6P RX
73390536492,OAS ASTIG 8.6 -1.00 -2.75/20 6P RX
73390536493,OAS ASTIG 8.6 -1.25 -2.75/20 6P RX
73390536494,OAS ASTIG 8.6 -1.50 -2.75/20 6P RX
73390536495,OAS ASTIG 8.6 -1.75 -2.75/20 6P RX
73390536496,OAS ASTIG 8.6 -2.00 -2.75/20 6P RX
73390536497,OAS ASTIG 8.6 -2.25 -2.75/20 6P RX
73390536498,OAS ASTIG 8.6 -2.50 -2.75/20 6P RX
73390536499,OAS ASTIG 8.6 -2.75 -2.75/20 6P RX
73390536500,OAS ASTIG 8.6 -3.00 -2.75/20 6P RX
73390536501,OAS ASTIG 8.6 -3.25 -2.75/20 6P RX
73390536502,OAS ASTIG 8.6 -3.50 -2.75/20 6P RX
73390536503,OAS ASTIG 8.6 -3.75 -2.75/20 6P RX
73390536504,OAS ASTIG 8.6 -4.00 -2.75/20 6P RX
73390536505,OAS ASTIG 8.6 -4.25 -2.75/20 6P RX
73390536506,OAS ASTIG 8.6 -4.50 -2.75/20 6P RX
73390536507,OAS ASTIG 8.6 -4.75 -2.75/20 6P RX
73390536508,OAS ASTIG 8.6 -5.00 -2.75/20 6P RX
73390536509,OAS ASTIG 8.6 -5.25 -2.75/20 6P RX
73390536510,OAS ASTIG 8.6 -5.50 -2.75/20 6P RX
73390536511,OAS ASTIG 8.6 -5.75 -2.75/20 6P RX
73390536512,OAS ASTIG 8.6 -6.00 -2.75/20 6P RX
73390536513,OAS ASTIG 8.6 -6.50 -2.75/20 6P RX
73390536514,OAS ASTIG 8.6 -7.00 -2.75/20 6P RX
73390536515,OAS ASTIG 8.6 -7.50 -2.75/20 6P RX
73390536516,OAS ASTIG 8.6 -8.00 -2.75/20 6P RX
73390536517,OAS ASTIG 8.6 -8.50 -2.75/20 6P RX
73390536518,OAS ASTIG 8.6 -9.00 -2.75/20 6P RX
73390536519,OAS ASTIG 8.6 +0.25 -2.75/30 6P RX
73390536520,OAS ASTIG 8.6 +0.50 -2.75/30 6P RX
73390536521,OAS ASTIG 8.6 +0.75 -2.75/30 6P RX
73390536522,OAS ASTIG 8.6 +1.00 -2.75/30 6P RX
73390536523,OAS ASTIG 8.6 +1.25 -2.75/30 6P RX
73390536524,OAS ASTIG 8.6 +1.50 -2.75/30 6P RX
73390536525,OAS ASTIG 8.6 +1.75 -2.75/30 6P RX
73390536526,OAS ASTIG 8.6 +2.00 -2.75/30 6P RX
73390536527,OAS ASTIG 8.6 +2.25 -2.75/30 6P RX
73390536528,OAS ASTIG 8.6 +2.50 -2.75/30 6P RX
73390536529,OAS ASTIG 8.6 +2.75 -2.75/30 6P RX
73390536530,OAS ASTIG 8.6 +3.00 -2.75/30 6P RX
73390536531,OAS ASTIG 8.6 +3.25 -2.75/30 6P RX
73390536532,OAS ASTIG 8.6 +3.50 -2.75/30 6P RX
73390536533,OAS ASTIG 8.6 +3.75 -2.75/30 6P RX
73390536534,OAS ASTIG 8.6 +4.00 -2.75/30 6P RX
73390536535,OAS ASTIG 8.6 +4.25 -2.75/30 6P RX
73390536536,OAS ASTIG 8.6 +4.50 -2.75/30 6P RX
73390536537,OAS ASTIG 8.6 +4.75 -2.75/30 6P RX
73390536538,OAS ASTIG 8.6 +5.00 -2.75/30 6P RX
73390536539,OAS ASTIG 8.6 +5.25 -2.75/30 6P RX
73390536540,OAS ASTIG 8.6 +5.50 -2.75/30 6P RX
73390536541,OAS ASTIG 8.6 +5.75 -2.75/30 6P RX
73390536542,OAS ASTIG 8.6 +6.00 -2.75/30 6P RX
73390536543,OAS ASTIG 8.6 +0.00 -2.75/30 6P RX
73390536544,OAS ASTIG 8.6 -0.25 -2.75/30 6P RX
73390536545,OAS ASTIG 8.6 -0.50 -2.75/30 6P RX
73390536546,OAS ASTIG 8.6 -0.75 -2.75/30 6P RX
73390536547,OAS ASTIG 8.6 -1.00 -2.75/30 6P RX
73390536548,OAS ASTIG 8.6 -1.25 -2.75/30 6P RX
73390536549,OAS ASTIG 8.6 -1.50 -2.75/30 6P RX
73390536550,OAS ASTIG 8.6 -1.75 -2.75/30 6P RX
73390536551,OAS ASTIG 8.6 -2.00 -2.75/30 6P RX
73390536552,OAS ASTIG 8.6 -2.25 -2.75/30 6P RX
73390536553,OAS ASTIG 8.6 -2.50 -2.75/30 6P RX
73390536554,OAS ASTIG 8.6 -2.75 -2.75/30 6P RX
73390536555,OAS ASTIG 8.6 -3.00 -2.75/30 6P RX
73390536556,OAS ASTIG 8.6 -3.25 -2.75/30 6P RX
73390536557,OAS ASTIG 8.6 -3.50 -2.75/30 6P RX
73390536558,OAS ASTIG 8.6 -3.75 -2.75/30 6P RX
73390536559,OAS ASTIG 8.6 -4.00 -2.75/30 6P RX
73390536560,OAS ASTIG 8.6 -4.25 -2.75/30 6P RX
73390536561,OAS ASTIG 8.6 -4.50 -2.75/30 6P RX
73390536562,OAS ASTIG 8.6 -4.75 -2.75/30 6P RX
73390536563,OAS ASTIG 8.6 -5.00 -2.75/30 6P RX
73390536564,OAS ASTIG 8.6 -5.25 -2.75/30 6P RX
73390536565,OAS ASTIG 8.6 -5.50 -2.75/30 6P RX
73390536566,OAS ASTIG 8.6 -5.75 -2.75/30 6P RX
73390536567,OAS ASTIG 8.6 -6.00 -2.75/30 6P RX
73390536568,OAS ASTIG 8.6 -6.50 -2.75/30 6P RX
73390536569,OAS ASTIG 8.6 -7.00 -2.75/30 6P RX
73390536570,OAS ASTIG 8.6 -7.50 -2.75/30 6P RX
73390536571,OAS ASTIG 8.6 -8.00 -2.75/30 6P RX
73390536572,OAS ASTIG 8.6 -8.50 -2.75/30 6P RX
73390536573,OAS ASTIG 8.6 -9.00 -2.75/30 6P RX
73390536574,OAS ASTIG 8.6 +0.25 -2.75/40 6P RX
73390536575,OAS ASTIG 8.6 +0.50 -2.75/40 6P RX
73390536576,OAS ASTIG 8.6 +0.75 -2.75/40 6P RX
73390536577,OAS ASTIG 8.6 +1.00 -2.75/40 6P RX
73390536578,OAS ASTIG 8.6 +1.25 -2.75/40 6P RX
73390536579,OAS ASTIG 8.6 +1.50 -2.75/40 6P RX
73390536580,OAS ASTIG 8.6 +1.75 -2.75/40 6P RX
73390536581,OAS ASTIG 8.6 +2.00 -2.75/40 6P RX
73390536582,OAS ASTIG 8.6 +2.25 -2.75/40 6P RX
73390536583,OAS ASTIG 8.6 +2.50 -2.75/40 6P RX
73390536584,OAS ASTIG 8.6 +2.75 -2.75/40 6P RX
73390536585,OAS ASTIG 8.6 +3.00 -2.75/40 6P RX
73390536586,OAS ASTIG 8.6 +3.25 -2.75/40 6P RX
73390536587,OAS ASTIG 8.6 +3.50 -2.75/40 6P RX
73390536588,OAS ASTIG 8.6 +3.75 -2.75/40 6P RX
73390536589,OAS ASTIG 8.6 +4.00 -2.75/40 6P RX
73390536590,OAS ASTIG 8.6 +4.25 -2.75/40 6P RX
73390536591,OAS ASTIG 8.6 +4.50 -2.75/40 6P RX
73390536592,OAS ASTIG 8.6 +4.75 -2.75/40 6P RX
73390536593,OAS ASTIG 8.6 +5.00 -2.75/40 6P RX
73390536594,OAS ASTIG 8.6 +5.25 -2.75/40 6P RX
73390536595,OAS ASTIG 8.6 +5.50 -2.75/40 6P RX
73390536596,OAS ASTIG 8.6 +5.75 -2.75/40 6P RX
73390536597,OAS ASTIG 8.6 +6.00 -2.75/40 6P RX
73390536598,OAS ASTIG 8.6 +0.00 -2.75/40 6P RX
73390536599,OAS ASTIG 8.6 -0.25 -2.75/40 6P RX
73390536600,OAS ASTIG 8.6 -0.50 -2.75/40 6P RX
73390536601,OAS ASTIG 8.6 -0.75 -2.75/40 6P RX
73390536602,OAS ASTIG 8.6 -1.00 -2.75/40 6P RX
73390536603,OAS ASTIG 8.6 -1.25 -2.75/40 6P RX
73390536604,OAS ASTIG 8.6 -1.50 -2.75/40 6P RX
73390536605,OAS ASTIG 8.6 -1.75 -2.75/40 6P RX
73390536606,OAS ASTIG 8.6 -2.00 -2.75/40 6P RX
73390536607,OAS ASTIG 8.6 -2.25 -2.75/40 6P RX
73390536608,OAS ASTIG 8.6 -2.50 -2.75/40 6P RX
73390536609,OAS ASTIG 8.6 -2.75 -2.75/40 6P RX
73390536610,OAS ASTIG 8.6 -3.00 -2.75/40 6P RX
73390536611,OAS ASTIG 8.6 -3.25 -2.75/40 6P RX
73390536612,OAS ASTIG 8.6 -3.50 -2.75/40 6P RX
73390536613,OAS ASTIG 8.6 -3.75 -2.75/40 6P RX
73390536614,OAS ASTIG 8.6 -4.00 -2.75/40 6P RX
73390536615,OAS ASTIG 8.6 -4.25 -2.75/40 6P RX
73390536616,OAS ASTIG 8.6 -4.50 -2.75/40 6P RX
73390536617,OAS ASTIG 8.6 -4.75 -2.75/40 6P RX
73390536618,OAS ASTIG 8.6 -5.00 -2.75/40 6P RX
73390536619,OAS ASTIG 8.6 -5.25 -2.75/40 6P RX
73390536620,OAS ASTIG 8.6 -5.50 -2.75/40 6P RX
73390536621,OAS ASTIG 8.6 -5.75 -2.75/40 6P RX
73390536622,OAS ASTIG 8.6 -6.00 -2.75/40 6P RX
73390536623,OAS ASTIG 8.6 -6.50 -2.75/40 6P RX
73390536624,OAS ASTIG 8.6 -7.00 -2.75/40 6P RX
73390536625,OAS ASTIG 8.6 -7.50 -2.75/40 6P RX
73390536626,OAS ASTIG 8.6 -8.00 -2.75/40 6P RX
73390536627,OAS ASTIG 8.6 -8.50 -2.75/40 6P RX
73390536628,OAS ASTIG 8.6 -9.00 -2.75/40 6P RX
73390536629,OAS ASTIG 8.6 +0.25 -2.75/50 6P RX
73390536630,OAS ASTIG 8.6 +0.50 -2.75/50 6P RX
73390536631,OAS ASTIG 8.6 +0.75 -2.75/50 6P RX
73390536632,OAS ASTIG 8.6 +1.00 -2.75/50 6P RX
73390536633,OAS ASTIG 8.6 +1.25 -2.75/50 6P RX
73390536634,OAS ASTIG 8.6 +1.50 -2.75/50 6P RX
73390536635,OAS ASTIG 8.6 +1.75 -2.75/50 6P RX
73390536636,OAS ASTIG 8.6 +2.00 -2.75/50 6P RX
73390536637,OAS ASTIG 8.6 +2.25 -2.75/50 6P RX
73390536638,OAS ASTIG 8.6 +2.50 -2.75/50 6P RX
73390536639,OAS ASTIG 8.6 +2.75 -2.75/50 6P RX
73390536640,OAS ASTIG 8.6 +3.00 -2.75/50 6P RX
73390536641,OAS ASTIG 8.6 +3.25 -2.75/50 6P RX
73390536642,OAS ASTIG 8.6 +3.50 -2.75/50 6P RX
73390536643,OAS ASTIG 8.6 +3.75 -2.75/50 6P RX
73390536644,OAS ASTIG 8.6 +4.00 -2.75/50 6P RX
73390536645,OAS ASTIG 8.6 +4.25 -2.75/50 6P RX
73390536646,OAS ASTIG 8.6 +4.50 -2.75/50 6P RX
73390536647,OAS ASTIG 8.6 +4.75 -2.75/50 6P RX
73390536648,OAS ASTIG 8.6 +5.00 -2.75/50 6P RX
73390536649,OAS ASTIG 8.6 +5.25 -2.75/50 6P RX
73390536650,OAS ASTIG 8.6 +5.50 -2.75/50 6P RX
73390536651,OAS ASTIG 8.6 +5.75 -2.75/50 6P RX
73390536652,OAS ASTIG 8.6 +6.00 -2.75/50 6P RX
73390536653,OAS ASTIG 8.6 +0.00 -2.75/50 6P RX
73390536654,OAS ASTIG 8.6 -0.25 -2.75/50 6P RX
73390536655,OAS ASTIG 8.6 -0.50 -2.75/50 6P RX
73390536656,OAS ASTIG 8.6 -0.75 -2.75/50 6P RX
73390536657,OAS ASTIG 8.6 -1.00 -2.75/50 6P RX
73390536658,OAS ASTIG 8.6 -1.25 -2.75/50 6P RX
73390536659,OAS ASTIG 8.6 -1.50 -2.75/50 6P RX
73390536660,OAS ASTIG 8.6 -1.75 -2.75/50 6P RX
73390536661,OAS ASTIG 8.6 -2.00 -2.75/50 6P RX
73390536662,OAS ASTIG 8.6 -2.25 -2.75/50 6P RX
73390536663,OAS ASTIG 8.6 -2.50 -2.75/50 6P RX
73390536664,OAS ASTIG 8.6 -2.75 -2.75/50 6P RX
73390536665,OAS ASTIG 8.6 -3.00 -2.75/50 6P RX
73390536666,OAS ASTIG 8.6 -3.25 -2.75/50 6P RX
73390536667,OAS ASTIG 8.6 -3.50 -2.75/50 6P RX
73390536668,OAS ASTIG 8.6 -3.75 -2.75/50 6P RX
73390536669,OAS ASTIG 8.6 -4.00 -2.75/50 6P RX
73390536670,OAS ASTIG 8.6 -4.25 -2.75/50 6P RX
73390536671,OAS ASTIG 8.6 -4.50 -2.75/50 6P RX
73390536672,OAS ASTIG 8.6 -4.75 -2.75/50 6P RX
73390536673,OAS ASTIG 8.6 -5.00 -2.75/50 6P RX
73390536674,OAS ASTIG 8.6 -5.25 -2.75/50 6P RX
73390536675,OAS ASTIG 8.6 -5.50 -2.75/50 6P RX
73390536676,OAS ASTIG 8.6 -5.75 -2.75/50 6P RX
73390536677,OAS ASTIG 8.6 -6.00 -2.75/50 6P RX
73390536678,OAS ASTIG 8.6 -6.50 -2.75/50 6P RX
73390536679,OAS ASTIG 8.6 -7.00 -2.75/50 6P RX
73390536680,OAS ASTIG 8.6 -7.50 -2.75/50 6P RX
73390536681,OAS ASTIG 8.6 -8.00 -2.75/50 6P RX
73390536682,OAS ASTIG 8.6 -8.50 -2.75/50 6P RX
73390536683,OAS ASTIG 8.6 -9.00 -2.75/50 6P RX
73390536684,OAS ASTIG 8.6 +0.25 -2.75/60 6P RX
73390536685,OAS ASTIG 8.6 +0.50 -2.75/60 6P RX
73390536686,OAS ASTIG 8.6 +0.75 -2.75/60 6P RX
73390536687,OAS ASTIG 8.6 +1.00 -2.75/60 6P RX
73390536688,OAS ASTIG 8.6 +1.25 -2.75/60 6P RX
73390536689,OAS ASTIG 8.6 +1.50 -2.75/60 6P RX
73390536690,OAS ASTIG 8.6 +1.75 -2.75/60 6P RX
73390536691,OAS ASTIG 8.6 +2.00 -2.75/60 6P RX
73390536692,OAS ASTIG 8.6 +2.25 -2.75/60 6P RX
73390536693,OAS ASTIG 8.6 +2.50 -2.75/60 6P RX
73390536694,OAS ASTIG 8.6 +2.75 -2.75/60 6P RX
73390536695,OAS ASTIG 8.6 +3.00 -2.75/60 6P RX
73390536696,OAS ASTIG 8.6 +3.25 -2.75/60 6P RX
73390536697,OAS ASTIG 8.6 +3.50 -2.75/60 6P RX
73390536698,OAS ASTIG 8.6 +3.75 -2.75/60 6P RX
73390536699,OAS ASTIG 8.6 +4.00 -2.75/60 6P RX
73390536700,OAS ASTIG 8.6 +4.25 -2.75/60 6P RX
73390536701,OAS ASTIG 8.6 +4.50 -2.75/60 6P RX
73390536702,OAS ASTIG 8.6 +4.75 -2.75/60 6P RX
73390536703,OAS ASTIG 8.6 +5.00 -2.75/60 6P RX
73390536704,OAS ASTIG 8.6 +5.25 -2.75/60 6P RX
73390536705,OAS ASTIG 8.6 +5.50 -2.75/60 6P RX
73390536706,OAS ASTIG 8.6 +5.75 -2.75/60 6P RX
73390536707,OAS ASTIG 8.6 +6.00 -2.75/60 6P RX
73390536708,OAS ASTIG 8.6 +0.00 -2.75/60 6P RX
73390536709,OAS ASTIG 8.6 -0.25 -2.75/60 6P RX
73390536710,OAS ASTIG 8.6 -0.50 -2.75/60 6P RX
73390536711,OAS ASTIG 8.6 -0.75 -2.75/60 6P RX
73390536712,OAS ASTIG 8.6 -1.00 -2.75/60 6P RX
73390536713,OAS ASTIG 8.6 -1.25 -2.75/60 6P RX
73390536714,OAS ASTIG 8.6 -1.50 -2.75/60 6P RX
73390536715,OAS ASTIG 8.6 -1.75 -2.75/60 6P RX
73390536716,OAS ASTIG 8.6 -2.00 -2.75/60 6P RX
73390536717,OAS ASTIG 8.6 -2.25 -2.75/60 6P RX
73390536718,OAS ASTIG 8.6 -2.50 -2.75/60 6P RX
73390536719,OAS ASTIG 8.6 -2.75 -2.75/60 6P RX
73390536720,OAS ASTIG 8.6 -3.00 -2.75/60 6P RX
73390536721,OAS ASTIG 8.6 -3.25 -2.75/60 6P RX
73390536722,OAS ASTIG 8.6 -3.50 -2.75/60 6P RX
73390536723,OAS ASTIG 8.6 -3.75 -2.75/60 6P RX
73390536724,OAS ASTIG 8.6 -4.00 -2.75/60 6P RX
73390536725,OAS ASTIG 8.6 -4.25 -2.75/60 6P RX
73390536726,OAS ASTIG 8.6 -4.50 -2.75/60 6P RX
73390536727,OAS ASTIG 8.6 -4.75 -2.75/60 6P RX
73390536728,OAS ASTIG 8.6 -5.00 -2.75/60 6P RX
73390536729,OAS ASTIG 8.6 -5.25 -2.75/60 6P RX
73390536730,OAS ASTIG 8.6 -5.50 -2.75/60 6P RX
73390536731,OAS ASTIG 8.6 -5.75 -2.75/60 6P RX
73390536732,OAS ASTIG 8.6 -6.00 -2.75/60 6P RX
73390536733,OAS ASTIG 8.6 -6.50 -2.75/60 6P RX
73390536734,OAS ASTIG 8.6 -7.00 -2.75/60 6P RX
73390536735,OAS ASTIG 8.6 -7.50 -2.75/60 6P RX
73390536736,OAS ASTIG 8.6 -8.00 -2.75/60 6P RX
73390536737,OAS ASTIG 8.6 -8.50 -2.75/60 6P RX
73390536738,OAS ASTIG 8.6 -9.00 -2.75/60 6P RX
73390536739,OAS ASTIG 8.6 +0.25 -2.75/70 6P RX
73390536740,OAS ASTIG 8.6 +0.50 -2.75/70 6P RX
73390536741,OAS ASTIG 8.6 +0.75 -2.75/70 6P RX
73390536742,OAS ASTIG 8.6 +1.00 -2.75/70 6P RX
73390536743,OAS ASTIG 8.6 +1.25 -2.75/70 6P RX
73390536744,OAS ASTIG 8.6 +1.50 -2.75/70 6P RX
73390536745,OAS ASTIG 8.6 +1.75 -2.75/70 6P RX
73390536746,OAS ASTIG 8.6 +2.00 -2.75/70 6P RX
73390536747,OAS ASTIG 8.6 +2.25 -2.75/70 6P RX
73390536748,OAS ASTIG 8.6 +2.50 -2.75/70 6P RX
73390536749,OAS ASTIG 8.6 +2.75 -2.75/70 6P RX
73390536750,OAS ASTIG 8.6 +3.00 -2.75/70 6P RX
73390536751,OAS ASTIG 8.6 +3.25 -2.75/70 6P RX
73390536752,OAS ASTIG 8.6 +3.50 -2.75/70 6P RX
73390536753,OAS ASTIG 8.6 +3.75 -2.75/70 6P RX
73390536754,OAS ASTIG 8.6 +4.00 -2.75/70 6P RX
73390536755,OAS ASTIG 8.6 +4.25 -2.75/70 6P RX
73390536756,OAS ASTIG 8.6 +4.50 -2.75/70 6P RX
73390536757,OAS ASTIG 8.6 +4.75 -2.75/70 6P RX
73390536758,OAS ASTIG 8.6 +5.00 -2.75/70 6P RX
73390536759,OAS ASTIG 8.6 +5.25 -2.75/70 6P RX
73390536760,OAS ASTIG 8.6 +5.50 -2.75/70 6P RX
73390536761,OAS ASTIG 8.6 +5.75 -2.75/70 6P RX
73390536762,OAS ASTIG 8.6 +6.00 -2.75/70 6P RX
73390536763,OAS ASTIG 8.6 +0.00 -2.75/70 6P RX
73390536764,OAS ASTIG 8.6 -0.25 -2.75/70 6P RX
73390536765,OAS ASTIG 8.6 -0.50 -2.75/70 6P RX
